Id,Label
0,-5.0874624
1,0.3536358
2,14.298383
3,-5.1090336
4,-4.1117406
5,-4.2502084
6,-1.5632825
7,0.23511887
8,-3.5330024
9,13.468915
10,-4.280605
11,-2.435048
12,-3.823514
13,-4.4554152
14,-3.114174
15,-4.6592684
16,1.382937
17,-2.947763
18,-5.8362837
19,-5.289094
20,-7.5289793
21,4.678671
22,-5.1293554
23,-4.020681
24,-5.3091416
25,-4.5974016
26,-5.9785604
27,-2.451429
28,18.346119
29,-4.8169565
30,-0.042515755
31,15.229476
32,-0.17759967
33,-0.76550245
34,1.3515809
35,0.81307507
36,-4.424534
37,-3.986176
38,-4.298201
39,-2.4084044
40,-3.5197978
41,-4.2214622
42,1.2916836
43,-0.5201986
44,0.22277832
45,-4.09344
46,-1.5431147
47,1.7974298
48,-2.8153973
49,-0.8268018
50,-4.1564665
51,0.0722034
52,-3.3258219
53,-3.0453844
54,-3.4317374
55,8.481887
56,-3.8843856
57,-0.9317672
58,0.36340594
59,0.19450521
60,1.9827647
61,-3.1451511
62,-4.3555856
63,-0.93229055
64,-5.6108017
65,-3.8941135
66,-5.3045554
67,-4.8880544
68,-4.3528657
69,0.95587575
70,-3.8597407
71,-5.869878
72,-0.8725271
73,-0.49871683
74,-4.704831
75,-4.7386637
76,-5.173295
77,-3.755846
78,-4.4469013
79,-2.127967
80,-5.8505144
81,-2.734098
82,-2.4041767
83,-5.57996
84,-2.7241793
85,-3.8918552
86,-4.7213287
87,-4.7640333
88,0.40492153
89,-6.0951385
90,-2.7462096
91,-2.5306435
92,33.951324
93,-4.989641
94,-3.801077
95,-1.8115788
96,-4.717923
97,-4.0756226
98,-4.941669
99,-4.3461804
100,-1.08781
101,-4.3782854
102,0.5802599
103,-5.7721167
104,-2.9934058
105,-4.5681415
106,11.021845
107,-5.222144
108,0.28370786
109,-2.5437098
110,2.36558
111,-3.507979
112,-4.4715834
113,-4.8967185
114,1.9103637
115,13.941756
116,-5.1760693
117,-4.614842
118,-3.935131
119,-1.4958911
120,-2.4087167
121,-4.5033836
122,-4.386201
123,-4.5355034
124,1.7017606
125,-0.80212283
126,-4.217696
127,0.3753171
128,14.942999
129,-5.0226665
130,-2.2541485
131,-1.1859441
132,-3.190422
133,-5.1387005
134,-5.09568
135,12.378829
136,-2.5747209
137,-4.5487394
138,-6.2593966
139,6.56992
140,-1.1468272
141,-4.584248
142,-7.0008497
143,-3.7417192
144,-4.1912675
145,-4.7903657
146,-4.306594
147,-4.8953376
148,-1.7948194
149,-4.1498027
150,1.7344278
151,-0.4453125
152,-1.6097541
153,17.229244
154,8.244188
155,-4.6916323
156,-4.8200307
157,-5.9078894
158,-4.9469476
159,-4.336848
160,-4.4621887
161,-5.4955688
162,16.46302
163,-3.6367984
164,-0.6236758
165,-4.046047
166,-4.2322607
167,-4.086364
168,-0.045195818
169,-2.5577521
170,-5.773013
171,-0.018822193
172,11.295806
173,-2.358211
174,-4.4292593
175,-3.8939762
176,2.3151698
177,-4.873708
178,11.49715
179,0.6863698
180,0.33848214
181,1.3298708
182,-5.0178013
183,-4.1905594
184,-4.501982
185,-4.033638
186,14.493054
187,-4.7968097
188,-4.9969096
189,-6.1707306
190,9.828506
191,-4.0871887
192,-5.920089
193,3.5264053
194,0.7002486
195,0.7484591
196,-6.0060177
197,0.8418746
198,-4.806137
199,1.8202784
200,-2.258294
201,-1.9568954
202,3.5029998
203,-3.8566809
204,0.55208766
205,-4.7454066
206,-2.9486732
207,1.6495392
208,-3.5385604
209,-4.899238
210,-0.6077852
211,2.7099202
212,-1.5606408
213,-4.132738
214,-4.717453
215,-4.811888
216,-1.9844027
217,-5.258967
218,-7.654008
219,3.7926636
220,2.6604404
221,-4.7858114
222,0.004214525
223,-4.7660356
224,-3.3593693
225,12.937938
226,-5.2723227
227,-4.509341
228,-1.206131
229,-2.7484326
230,0.86348593
231,-4.0286756
232,-4.362073
233,-4.6786165
234,-4.6740212
235,-0.38988876
236,-2.0743508
237,11.556918
238,17.791325
239,0.30912304
240,14.857806
241,-0.9617183
242,-4.2079473
243,-1.5352857
244,-2.2314448
245,-4.7492237
246,-2.65095
247,-4.5649652
248,-5.6690884
249,-3.4400659
250,-0.21357155
251,0.023534298
252,1.6156915
253,-2.9603844
254,-3.746077
255,-4.1902094
256,-4.5211563
257,1.9518299
258,-5.6020775
259,11.563309
260,-1.7888098
261,-4.8704596
262,-4.1793494
263,-3.7862935
264,-4.418617
265,-1.1754143
266,-1.8534055
267,-5.892541
268,-6.070163
269,1.1313343
270,16.453754
271,-5.3882585
272,14.411985
273,-5.214374
274,-1.4273891
275,-6.282302
276,0.10617137
277,4.6520076
278,-2.4001527
279,-1.4509015
280,3.1660357
281,0.6069987
282,2.6077733
283,-1.5610847
284,-1.8857965
285,-3.1884217
286,-1.3193882
287,0.15448141
288,-4.150914
289,-3.8777204
290,-1.3383865
291,-3.361884
292,-4.7896156
293,-5.557501
294,-3.7060962
295,-4.3637695
296,9.860582
297,-5.7828074
298,-2.9621296
299,0.5577544
300,0.34636354
301,-5.029004
302,-4.9246264
303,-1.2297745
304,-4.5929904
305,2.5515368
306,18.254118
307,0.21156406
308,-1.2340059
309,-2.9195042
310,2.7757115
311,-4.5120664
312,0.13046741
313,-4.145864
314,-4.844681
315,-4.047126
316,-3.3898077
317,1.8234013
318,-1.3662004
319,1.5390937
320,-0.58309555
321,-2.53469
322,-1.5984683
323,0.6698835
324,-5.233494
325,2.6109934
326,-4.3932676
327,-5.6293
328,-5.616184
329,-3.8787498
330,-5.6947575
331,1.606349
332,-4.993567
333,-4.824571
334,-4.847597
335,-4.914221
336,-3.4514766
337,-4.545138
338,0.9685074
339,-1.7546806
340,-4.336607
341,0.027050972
342,25.70837
343,-4.768094
344,-1.4954138
345,-2.4068642
346,-3.1922326
347,-1.2528105
348,-1.6038294
349,0.9329703
350,-3.9594893
351,-5.0386114
352,-4.481338
353,-3.1230245
354,14.754054
355,-5.3083954
356,-0.7762635
357,-4.4367094
358,-4.1902604
359,-4.8523607
360,-5.057865
361,-2.7379217
362,-4.357878
363,-4.575549
364,-5.0051665
365,-5.24229
366,-1.7509985
367,-0.43900156
368,-5.417044
369,1.4331002
370,-2.179191
371,1.7368181
372,-5.7168283
373,-4.5569563
374,1.0969357
375,-4.359053
376,-4.921753
377,-4.229789
378,9.399307
379,-4.471466
380,10.796961
381,-1.7854075
382,-3.9195485
383,-0.07457185
384,-4.0875053
385,0.8046094
386,-1.9475899
387,-6.072379
388,-3.3305864
389,7.458412
390,-4.4014926
391,-4.292436
392,-3.477498
393,-4.2368107
394,-4.457453
395,-3.0042038
396,-6.1728754
397,-4.3483987
398,-0.9894707
399,0.4857254
400,-3.6303558
401,-6.60911
402,-5.0061646
403,1.4308952
404,-3.4786081
405,-1.4629068
406,-3.3002915
407,-4.141046
408,-4.327357
409,-4.6716175
410,-4.2381053
411,-3.826499
412,0.5096991
413,-4.8101263
414,1.3696785
415,-6.153365
416,-1.6066246
417,10.767013
418,-4.727096
419,-4.9625773
420,-5.3701544
421,-5.5701914
422,-3.50628
423,-3.4964137
424,-3.9856663
425,-3.7352777
426,39.3243
427,0.14308524
428,-1.9782233
429,-3.0769138
430,2.1216798
431,-4.26025
432,3.4509914
433,1.524261
434,-3.8656654
435,-6.1765156
436,-4.124322
437,-4.372514
438,-4.940795
439,0.8213984
440,1.5512007
441,-5.558671
442,-4.6031404
443,-5.4883003
444,-5.849037
445,-4.705228
446,-4.905128
447,-4.808058
448,7.292536
449,-3.6028996
450,-0.2008245
451,-3.3950243
452,-6.089204
453,2.690062
454,-6.09813
455,-5.252922
456,-3.8560553
457,-1.4792345
458,2.1708696
459,-4.6711025
460,-4.3713093
461,-4.5650544
462,-3.108724
463,-5.896882
464,-0.1922512
465,-5.229897
466,-5.1124167
467,0.7918689
468,-1.7600889
469,9.938175
470,11.212388
471,-5.043758
472,-6.2925444
473,-5.4134383
474,-4.76389
475,-3.6969442
476,2.1479754
477,-4.261909
478,-3.1651092
479,-4.198251
480,-4.983097
481,0.60023177
482,-3.763206
483,-4.56342
484,-4.717415
485,-5.0193543
486,-4.7587156
487,-4.2973313
488,-4.7795672
489,-2.2259383
490,-4.5658765
491,-0.5959015
492,-5.6023865
493,-4.6791735
494,7.7690954
495,3.3345542
496,-4.4804163
497,-5.0312395
498,-3.6616716
499,-3.1953592
500,-3.6895208
501,-0.71726155
502,-4.4571958
503,12.3966465
504,-3.1283379
505,-4.2547827
506,-3.1509943
507,0.76071763
508,-3.995956
509,-4.810592
510,-4.519847
511,-0.06312966
512,-3.2888575
513,1.9446701
514,-4.607085
515,-5.8902016
516,-0.7459271
517,-5.2816167
518,-5.3289895
519,-3.2186246
520,-3.1149693
521,-4.404822
522,-4.5895147
523,3.5792065
524,0.30949068
525,-3.938765
526,8.82717
527,0.096906185
528,-5.0689797
529,31.154266
530,-2.6768184
531,-4.3130794
532,-4.405794
533,-0.03232813
534,-3.271881
535,6.0754147
536,-1.5417652
537,-4.7267027
538,-3.1818686
539,1.7135259
540,2.066271
541,-0.72437
542,-5.245814
543,-4.9399004
544,1.6169845
545,-4.4272146
546,-2.2219086
547,-4.027377
548,-2.0616674
549,0.7897438
550,-2.9706273
551,-3.8332195
552,1.7157518
553,-5.42826
