Id,Label
0,-4.982243
1,0.41554785
2,13.298405
3,-4.331796
4,-4.261659
5,-1.4167228
6,-0.93481016
7,5.438237
8,-4.031463
9,17.022865
10,-3.297029
11,-3.8832364
12,-3.8328786
13,-3.012506
14,-3.6344514
15,-4.255688
16,-1.1730866
17,-4.5575967
18,-4.943892
19,-4.6904893
20,-5.3883348
21,21.730995
22,-3.9703555
23,-3.878282
24,-5.27502
25,-4.7022624
26,-4.8761334
27,-2.0115547
28,17.97782
29,-3.9126258
30,0.231143
31,19.725943
32,-0.683033
33,-1.669074
34,-0.94203997
35,0.70573044
36,-5.108377
37,-2.613563
38,-4.5492787
39,-3.166308
40,-1.7320719
41,-4.685944
42,-0.8130784
43,-4.3464446
44,-1.1139393
45,-4.7363133
46,-3.9513593
47,-1.5299387
48,-2.1192045
49,-2.9322915
50,-3.863502
51,1.1539378
52,-4.0709214
53,1.4945474
54,-1.6981468
55,13.340782
56,-2.3953528
57,-2.7109284
58,-2.816051
59,0.6577916
60,1.8396888
61,-5.123137
62,-4.96077
63,0.59479284
64,-4.5722356
65,-4.007296
66,-4.399033
67,-4.333814
68,-4.262298
69,1.6946325
70,-3.1703887
71,-6.4850755
72,-2.2672572
73,-0.027618408
74,-4.4858623
75,-5.3038945
76,-4.918058
77,-4.6095157
78,-4.5739665
79,-4.47195
80,-5.002069
81,-0.41463232
82,-4.0746913
83,-5.0902696
84,-3.0185647
85,-3.9094806
86,-4.9313016
87,-4.413032
88,-3.0285745
89,-4.439795
90,-4.1446567
91,0.59133816
92,38.350388
93,-3.5043683
94,-3.772696
95,-4.0067925
96,-4.929399
97,-3.59094
98,-4.2799907
99,-3.7062793
100,0.42947626
101,-4.2678504
102,-1.4913173
103,-4.623175
104,-1.7256513
105,-4.422011
106,8.530315
107,-5.02813
108,-1.7098575
109,-3.3009257
110,31.552736
111,-4.214195
112,-4.6681695
113,-4.7373366
114,-0.954329
115,27.198914
116,-4.502476
117,-5.0748563
118,-5.1403775
119,-2.058414
120,-1.0079837
121,-4.319738
122,-4.635036
123,-4.156404
124,-3.125814
125,-3.6998153
126,-4.2466807
127,-2.1745
128,30.645365
129,-4.6220403
130,-0.3524351
131,-4.7014604
132,-4.2822175
133,-5.4863877
134,-4.894483
135,25.400507
136,-3.448707
137,-4.154098
138,-5.55139
139,8.837278
140,-1.9854589
141,-4.4795423
142,-5.6083255
143,-4.1007304
144,-3.006866
145,-4.569775
146,-3.707749
147,-3.796947
148,-3.9593606
149,-1.0899863
150,1.8363001
151,-2.2868595
152,-1.9307933
153,27.704695
154,12.066795
155,-2.677856
156,-4.239103
157,-5.5731606
158,-3.9200597
159,-5.034742
160,-5.0036044
161,-4.3683743
162,13.713974
163,-1.5865679
164,0.537168
165,-4.336539
166,-1.8685431
167,-4.665054
168,3.7287457
169,-3.5584512
170,-5.2598853
171,0.5919056
172,15.930418
173,-2.7829232
174,-4.6215253
175,-3.6364818
176,2.134935
177,-4.6024776
178,2.447003
179,2.9634304
180,0.7971096
181,0.67834425
182,-4.218682
183,-3.1585822
184,-1.3305612
185,-4.8820996
186,10.151848
187,-4.304732
188,-5.0492263
189,-4.3308454
190,19.19303
191,-5.0210395
192,-4.804341
193,-0.84527826
194,-0.11386967
195,-0.07173443
196,-4.989227
197,2.5089915
198,-5.3808417
199,0.391747
200,-3.7989697
201,-2.4525123
202,1.9129255
203,-3.638082
204,0.304399
205,-4.095101
206,-1.2497673
207,1.8227949
208,-4.5131345
209,-4.750175
210,-0.041066647
211,9.394166
212,-2.978208
213,8.167399
214,5.537433
215,-5.025536
216,-2.3707047
217,-4.408666
218,-4.464474
219,-2.7804265
220,-2.1020012
221,-5.0682797
222,-2.7048259
223,-4.167565
224,-4.093591
225,19.624424
226,-4.8206553
227,-5.770016
228,-2.3453164
229,-3.3378797
230,-0.865355
231,-4.436932
232,-4.12882
233,-5.4668107
234,-1.1876435
235,-0.5234699
236,-3.162825
237,11.656538
238,16.254774
239,-3.1028266
240,-1.2397366
241,0.31322432
242,-3.3955045
243,-2.3110847
244,-2.7558837
245,-4.127313
246,-4.8135743
247,-4.525599
248,-4.2400174
249,-2.582127
250,-1.5698447
251,0.29343367
252,-1.9348574
253,-4.298615
254,-4.1700826
255,-5.0177636
256,-4.8263392
257,0.5594554
258,-3.969707
259,20.231817
260,-2.5759249
261,-5.2796025
262,-4.569738
263,-2.2053308
264,-4.683993
265,-3.4018083
266,0.65949774
267,-4.8153634
268,-4.285704
269,1.845376
270,28.550762
271,-4.8950505
272,20.150887
273,-4.865292
274,-2.748341
275,-5.235558
276,1.7722476
277,8.651725
278,-0.8856716
279,-3.312263
280,5.244192
281,2.1729794
282,3.0274453
283,3.661357
284,-3.0905995
285,-3.53336
286,2.6650863
287,-0.047155857
288,-5.110044
289,-4.140968
290,-3.7188735
291,-1.8383737
292,-3.6078296
293,-3.1160293
294,-5.267758
295,-4.3214564
296,10.734411
297,-4.8619313
298,-1.0275054
299,3.9280267
300,16.646471
301,-5.083943
302,-4.4517646
303,-2.7567954
304,-5.086985
305,2.5272455
306,13.347658
307,0.5294404
308,-0.17287683
309,-4.3157964
310,17.243
311,-4.1711955
312,0.62813616
313,-4.2419534
314,-4.3492713
315,-4.332503
316,-4.2557635
317,-0.5553818
318,-2.93574
319,0.59479284
320,-2.4149303
321,-4.194567
322,-0.6527753
323,2.557431
324,-4.445849
325,4.2740793
326,-4.5500636
327,-4.436765
328,-5.0608344
329,-4.497043
330,-4.8165975
331,2.9766831
332,-5.543979
333,-4.773968
334,-2.2624674
335,-4.4340844
336,-3.336185
337,-4.8504167
338,1.8041635
339,-2.3087773
340,-4.402803
341,-2.023223
342,26.840858
343,-5.357797
344,-2.012165
345,4.9242806
346,-4.2416997
347,-2.1287494
348,-3.5213323
349,0.71755266
350,-4.182861
351,-4.3358235
352,-4.727779
353,-4.3641324
354,4.9917946
355,-5.167217
356,1.3394375
357,-0.41702557
358,-1.8113599
359,-4.812079
360,-4.598271
361,-1.6018496
362,-3.9231906
363,-4.159143
364,-4.163573
365,-5.9789147
366,-1.0835481
367,1.0875249
368,-5.093612
369,9.513567
370,-4.227612
371,1.7261152
372,-5.54633
373,-4.488293
374,0.41299915
375,-5.431559
376,-4.973459
377,-2.3131742
378,21.433985
379,-4.1555552
380,6.2980576
381,-3.5348048
382,-3.7762494
383,-1.1742282
384,-4.500954
385,2.6358943
386,-2.359089
387,-4.925532
388,-2.0688496
389,15.569792
390,-4.76319
391,-4.5041556
392,-3.2816024
393,-4.6562448
394,-4.66007
395,-4.7273927
396,-5.226537
397,-4.4716544
398,-1.0392671
399,-1.6102166
400,0.9474282
401,-4.584699
402,-4.6600204
403,1.3823137
404,-0.548018
405,-2.2994032
406,-3.7542958
407,-3.8982139
408,-3.6723819
409,-4.2639146
410,-4.41713
411,-1.8307452
412,0.59588575
413,-4.5308213
414,3.103084
415,-4.85951
416,-3.1563964
417,3.425745
418,-4.846953
419,-4.894729
420,-4.7949758
421,-4.1547008
422,-4.0401635
423,-3.7267375
424,-5.153876
425,-4.740007
426,50.92465
427,-1.5106559
428,-2.9118543
429,-3.1780658
430,-0.71308327
431,-4.235905
432,2.3881269
433,2.3241665
434,-4.7371354
435,-5.0439487
436,-4.2176795
437,8.288035
438,-5.0435443
439,2.4248123
440,6.0668325
441,-5.126885
442,-3.9694457
443,-4.9018826
444,-4.087189
445,-4.2928033
446,-4.7461295
447,-3.6160026
448,18.152287
449,-4.7186704
450,-2.3261352
451,-3.5996356
452,-4.704287
453,5.834075
454,-4.300836
455,-3.760037
456,-3.5840192
457,-3.253162
458,1.7799807
459,-4.6848693
460,-4.2397847
461,-3.4229121
462,0.1891613
463,-4.3379006
464,2.0409155
465,-4.248302
466,-3.796101
467,0.5105543
468,-0.4667964
469,27.313751
470,18.246305
471,-5.1024184
472,-4.687493
473,-6.555409
474,-5.281983
475,-4.753367
476,-1.6778007
477,-3.8003144
478,-4.4709325
479,-0.64838934
480,-4.7199187
481,-0.5704074
482,-2.1166134
483,-5.121857
484,-4.3534427
485,-4.98961
486,-4.2340283
487,-4.277639
488,-4.26638
489,4.568611
490,-4.325934
491,-4.1585364
492,-4.47856
493,-4.1817346
494,14.954567
495,1.0658736
496,-4.3695474
497,-5.1175036
498,-4.3981185
499,-2.0239162
500,-2.6284862
